id,override,title,description
p3142-v4823-s,de_DE,MORJAS Der Boat Shoe - Braunes Wildleder,[b]Bald verfügbar – anmelden um benachrichtigt zu werden[/b]  Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
p3162-v4844-s,de_DE,MORJAS Der Boat Shoe - Schwarzes Grain-Leder,Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
p7782-v9564-s,de_DE,MORJAS The Boat Shoe - Sandfarbenes Wildleder,Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
p7783-v9565-s,de_DE,MORJAS The Boat Shoe - Braunes Wildleder & Braunes Kalbsleder,Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
p3141-v4822-s,de_DE,MORJAS Der Boat Shoe - Schwarzes Wildleder,Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
p7779-v9561-s,de_DE,MORJAS The Deck Shoe - Cremefarbenes Baumwollcanvas,"Der Deck Shoe hat seinen Ursprung in der maritimen Tradition und wird in Handarbeit in Portugal gefertigt, mit einem leichten, atmungsaktiven Canvas-Obermaterial. Die weiße Gummisohle mit strukturierter Oberfläche sorgt für Halt an Deck, während das schlichte Profil sich mühelos mit legerer Kleidung, Denim oder anderen lässigen Stücken kombinieren lässt."
p3685-v5440-s,de_DE,MORJAS The Deck Shoe - Marineblaues Baumwollcanvas,"Der Deck Shoe hat seinen Ursprung in der maritimen Tradition und wird in Handarbeit in Portugal gefertigt, mit einem leichten, atmungsaktiven Canvas-Obermaterial. Die weiße Gummisohle mit strukturierter Oberfläche sorgt für Halt an Deck, während das schlichte Profil sich mühelos mit legerer Kleidung, Denim oder anderen lässigen Stücken kombinieren lässt."
p7778-v9560-s,de_DE,MORJAS The Deck Shoe - Lavendelfarbenes Baumwollcanvas,"Der Deck Shoe hat seinen Ursprung in der maritimen Tradition und wird in Handarbeit in Portugal gefertigt, mit einem leichten, atmungsaktiven Canvas-Obermaterial. Die weiße Gummisohle mit strukturierter Oberfläche sorgt für Halt an Deck, während das schlichte Profil sich mühelos mit legerer Kleidung, Denim oder anderen lässigen Stücken kombinieren lässt."
p7772-v9540-s,de_DE,MORJAS The Plimsoll - Cremefarbenes Baumwollcanvas,"Der einzige Schuh, den wir backen. Der Plimsoll wird mittels Vulkanisation gefertigt, einem Verfahren, bei dem Sohle und Obermaterial bei 140 Grad verschmolzen werden. Das Ergebnis ist ein Sneaker, der gleichermaßen flexibel und robust ist, mit einem leichten Tragegefühl für Frühling und Sommer. Atmungsaktiv, unkompliziert und aus Materialien gefertigt, die mit der Zeit Charakter entwickeln."
p3681-v5436-s,de_DE,MORJAS The Plimsoll - Taupefarbenes Nubukleder,"Der einzige Schuh, den wir backen. Der Plimsoll wird mittels Vulkanisation gefertigt, einem Verfahren, bei dem Sohle und Obermaterial bei 140 Grad verschmolzen werden. Das Ergebnis ist ein Sneaker, der gleichermaßen flexibel und robust ist, mit einem leichten Tragegefühl für Frühling und Sommer. Atmungsaktiv, unkompliziert und aus Materialien gefertigt, die mit der Zeit Charakter entwickeln."
p7771-v9539-s,de_DE,MORJAS The Plimsoll - Olivfarbenes Baumwollcanvas,"Der einzige Schuh, den wir backen. Der Plimsoll wird mittels Vulkanisation gefertigt, einem Verfahren, bei dem Sohle und Obermaterial bei 140 Grad verschmolzen werden. Das Ergebnis ist ein Sneaker, der gleichermaßen flexibel und robust ist, mit einem leichten Tragegefühl für Frühling und Sommer. Atmungsaktiv, unkompliziert und aus Materialien gefertigt, die mit der Zeit Charakter entwickeln."
p3682-v5437-s,de_DE,MORJAS The Plimsoll - Schwarzes Wildleder,"Der einzige Schuh, den wir backen. Der Plimsoll wird mittels Vulkanisation gefertigt, einem Verfahren, bei dem Sohle und Obermaterial bei 140 Grad verschmolzen werden. Das Ergebnis ist ein Sneaker, der gleichermaßen flexibel und robust ist, mit einem leichten Tragegefühl für Frühling und Sommer. Atmungsaktiv, unkompliziert und aus Materialien gefertigt, die mit der Zeit Charakter entwickeln."
p772-v2289-s,de_DE,MORJAS The Sneaker 02 - Weißes Leder,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p3678-v5433-s,de_DE,MORJAS The Court Sneaker - Off-Weiß,"Der Court Sneaker greift Tennis- und Basketballschuhe der 70er und 80er Jahre auf. Ein flaches Profil für den täglichen Gebrauch. Handgefertigt in Portugal auf einer Basis aus Lederpappe, gewählt für Stabilität und Struktur. Das Obermaterial aus Wildleder und Glattleder ist perforiert und sitzt auf einer Laufsohle aus thermoplastischem Gummi. Mit Fußgewölbestütze und Dämpfung für dauerhaften Tragekomfort."
p1659-v3176-s,de_DE,MORJAS The Sneaker 02 - Dunkelbraunes Wildleder,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p2456-v4068-s,de_DE,MORJAS Der Sneaker 02 - Nougatbraunes Wildleder,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p766-v2283-s,de_DE,MORJAS The Sneaker 02 - Dunkelblaues Wildleder,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p3692-v5447-s,de_DE,MORJAS The Sneaker 02 - Beiges ,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p7767-v9535-s,de_DE,MORJAS The Court Sneaker - Nougat,"Der Court Sneaker greift Tennis- und Basketballschuhe der 70er und 80er Jahre auf. Ein flaches Profil für den täglichen Gebrauch. Handgefertigt in Portugal auf einer Basis aus Lederpappe, gewählt für Stabilität und Struktur. Das Obermaterial aus Wildleder ist perforiert und sitzt auf einer Laufsohle aus thermoplastischem Gummi. Mit Fußgewölbestütze und Dämpfung für dauerhaften Tragekomfort."
p1660-v3177-s,de_DE,MORJAS The Sneaker 02 - Schwarzes Wildleder,"Ein zurückhaltender Sneaker mit klarer, flacher Linie. Handgefertigt in Portugal, präsentiert er sich in einer schlanken Silhouette mit reduzierter Ästhetik, die sich mühelos in jede Garderobe einfügt. Für den Alltag entworfen, bietet er einen frischen und unaufdringlichen Look."
p3679-v5434-s,de_DE,MORJAS The Court Sneaker - Braun,"Der Court Sneaker greift Tennis- und Basketballschuhe der 70er und 80er Jahre auf. Ein flaches Profil für den täglichen Gebrauch. Handgefertigt in Portugal auf einer Basis aus Lederpappe, gewählt für Stabilität und Struktur. Das Obermaterial aus Wildleder und Glattleder ist perforiert und sitzt auf einer Laufsohle aus thermoplastischem Gummi. Mit Fußgewölbestütze und Dämpfung für dauerhaften Tragekomfort."
p3680-v5435-s,de_DE,MORJAS The Court Sneaker - Schwarz,"Der Court Sneaker greift Tennis- und Basketballschuhe der 70er und 80er Jahre auf. Ein flaches Profil für den täglichen Gebrauch. Handgefertigt in Portugal auf einer Basis aus Lederpappe, gewählt für Stabilität und Struktur. Das Obermaterial aus Wildleder und Glattleder ist perforiert und sitzt auf einer Laufsohle aus thermoplastischem Gummi. Mit Fußgewölbestütze und Dämpfung für dauerhaften Tragekomfort."
p3675-v5430-s,de_DE,MORJAS The Trainer - Weiß,"The Trainer verbindet sportlichen Minimalismus mit Inspiration aus klassischen Laufschuhen. Handgefertigt aus weichem Wildleder und atmungsaktivem Nylon, konstruiert auf einer Vibram-Sohle für höchsten Komfort und perfekten Halt."
p3677-v5432-s,de_DE,MORJAS The Trainer - Marineblau/Schwarz,"The Trainer verbindet sportlichen Minimalismus mit Inspiration aus klassischen Laufschuhen. Handgefertigt aus weichem Wildleder und atmungsaktivem Nylon, konstruiert auf einer Vibram-Sohle für höchsten Komfort und perfekten Halt."
p3676-v5431-s,de_DE,MORJAS The Trainer - Graubraun,"The Trainer verbindet sportlichen Minimalismus mit Inspiration aus klassischen Laufschuhen. Handgefertigt aus weichem Wildleder und atmungsaktivem Nylon, konstruiert auf einer Vibram-Sohle für höchsten Komfort und perfekten Halt."
p7802-v9584-s,de_DE,MORJAS The Costa Sandal - Schwarzes Grain-Leder,"Die Costa Sandale ist von Hand in Italien gefertigt, mit einem Obermaterial aus genarbtem Kalbsleder und einem geformten Fußbett in Kalbsleder. Der breite Riemen mit verstellbarem Verschluss sorgt für eine präzise Passform. Eine leichte Polyurethansohle ergänzt das Modell um Stabilität und Alltagstauglichkeit."
p7756-v9514-s,de_DE,MORJAS The Camp Moc - Mull Nubukleder,"Handgefertigt in Italien und aus geschmeidigem Nubukleder gefertigt, basiert der Camp Moc auf derselben Konstruktion wie unser Boat Shoe, ist jedoch für einen vielseitigeren, saisonübergreifenden Einsatz konzipiert. Die markante Profilsohle sorgt für zusätzlichen Halt und Langlebigkeit, wenn leichtere Schuhe nicht genügen. Vollständig ledergefüttert und mit einer gepolsterten Innensohle ausgestattet, bietet er zuverlässigen Komfort im Alltag."
p7755-v9513-s,de_DE,MORJAS The Camp Moc - Schwarzes Hirschleder,"Handgefertigt in Italien und aus besonders weichem Hirschleder gefertigt, basiert der Camp Moc auf derselben Konstruktion wie unser Boat Shoe, ist jedoch für einen vielseitigeren, saisonübergreifenden Einsatz konzipiert. Die markante Profilsohle sorgt für zusätzlichen Halt und Langlebigkeit an Tagen, an denen leichtere Schuhe nicht ausreichen. Vollständig ledergefüttert und mit einer gepolsterten Innensohle ausgestattet, bietet er zuverlässigen Komfort im Alltag."
p11-v1533-s,de_DE,MORJAS The Oxford - Schwarzes Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p16-v1538-s,de_DE,MORJAS The Oxford - Schwarzes Lackleder,"Der Oxford aus Lackleder ist für Black- und White-Tie-Anlässe entworfen und verleiht den formellsten Outfits eine makellose Ausstrahlung. Handgefertigt in Spanien mit Goodyear-Rahmen, einer Konstruktion, die für ihre Langlebigkeit und leichte Wiederbesohlung geschätzt wird. Mit glatter Vorderkappe, einer eigens entwickelten schwarzen Sohle mit Messingnägeln sowie vollständig schwarzem Lederfutter."
p13-v1535-s,de_DE,MORJAS The Oxford - Braunes Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p12-v1534-s,de_DE,MORJAS The Oxford - Burgundy Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p14-v1536-s,de_DE,MORJAS The Oxford - Braunes Wildleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p789-v2306-s,de_DE,MORJAS The Oxford Rubber Sole - Schwarzes Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p1632-v3149-s,de_DE,MORJAS The Oxford Rubber Sole - Braunes Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p1631-v3148-s,de_DE,MORJAS The Oxford Rubber Sole - Burgundy Kalbsleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p1633-v3150-s,de_DE,MORJAS Der Oxford Gummisohle - Braunes Wildleder,"Der Oxford wird in Spanien von Hand gefertigt und mit Goodyear-Rahmennaht konstruiert – eine Methode, die Langlebigkeit und einfaches Wiederbesohlen ermöglicht. Sein Lederoberteil formt eine ausgewogene Silhouette, die sowohl zu formellen als auch zu halbformellen Anlässen passt. Ein Schuh für viele Jahre, mit einer souveränen Präsenz."
p803-v2320-s,de_DE,MORJAS The Adelaide - Schwarzes Kalbsleder,"Der Adelaide greift die geschlossene Schnürung des Oxford auf und erhält dadurch eine elegante, formelle Ausstrahlung. Handgefertigt in Spanien mit rahmengenähter Konstruktion und Ledersohle. Feine Broguierungen und eine U-förmige Schnürpartie setzen dezente Akzente, ohne die klare Silhouette zu unterbrechen. Geeignet für formelle und halbformelle Anlässe."
p2443-v4055-s,de_DE,MORJAS Der Adelaide - Braunes Kalbsleder,"Der Adelaide greift die geschlossene Schnürung des Oxford auf und erhält dadurch eine elegante, formelle Ausstrahlung. Handgefertigt in Spanien mit rahmengenähter Konstruktion und Ledersohle. Feine Broguierungen und eine U-förmige Schnürpartie setzen dezente Akzente, ohne die klare Silhouette zu unterbrechen. Geeignet für formelle und halbformelle Anlässe."
p1635-v3152-s,de_DE,MORJAS Der Adelaide - Braunes Wildleder,"Der Adelaide greift die geschlossene Schnürung des Oxford auf und erhält dadurch eine elegante, formelle Ausstrahlung. Handgefertigt in Spanien mit rahmengenähter Konstruktion und Ledersohle. Feine Broguierungen und eine U-förmige Schnürpartie setzen dezente Akzente, ohne die klare Silhouette zu unterbrechen. Geeignet für formelle und halbformelle Anlässe."
p3424-v5106-s,de_DE,MORJAS The Split Toe Derby - Braunes Grain-Leder,"Der Split Toe Derby wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen und einer dünnen Gummisohle. Die markante Nahtführung mit aufgesetztem Schaft und geteiltem Vorderblatt geht auf einen funktionalen Ursprung zum Schutz vor Nässe zurück und ist heute ein stilprägendes Detail. Mit vollem Lederfutter versehen, bietet er eine ausgewogene Form für verschiedenste Anlässe."
p3425-v5107-s,de_DE,MORJAS The Split Toe Derby - Schwarzes Kalbsleder,"Der Split Toe Derby wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen und einer dünnen Gummisohle. Die markante Nahtführung mit aufgesetztem Schaft und geteiltem Vorderblatt geht auf einen funktionalen Ursprung zum Schutz vor Nässe zurück und ist heute ein stilprägendes Detail. Mit vollem Lederfutter versehen, bietet er eine ausgewogene Form für verschiedenste Anlässe."
p3660-v5415-s,de_DE,MORJAS The Split Toe Derby - Schwarzes Grain-Leder,"Der Split Toe Derby wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen und einer dünnen Gummisohle. Die markante Nahtführung mit aufgesetztem Schaft und geteiltem Vorderblatt geht auf einen funktionalen Ursprung zum Schutz vor Nässe zurück und ist heute ein stilprägendes Detail. Mit vollem Lederfutter versehen, bietet er eine ausgewogene Form für verschiedenste Anlässe."
p3423-v5105-s,de_DE,MORJAS The Split Toe Derby - Braunes Wildleder,"Der Split Toe Derby wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen und einer dünnen Gummisohle. Die markante Nahtführung mit aufgesetztem Schaft und geteiltem Vorderblatt geht auf einen funktionalen Ursprung zum Schutz vor Nässe zurück und ist heute ein stilprägendes Detail. Mit vollem Lederfutter versehen, bietet er eine ausgewogene Form für verschiedenste Anlässe."
p7786-v9568-s,de_DE,MORJAS The Split Toe Derby - Polo Wildleder,"Der Split Toe Derby wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen und einer dünnen Gummisohle. Die markante Nahtführung mit aufgesetztem Schaft und geteiltem Vorderblatt geht auf einen funktionalen Ursprung zum Schutz vor Nässe zurück und ist heute ein stilprägendes Detail. Mit vollem Lederfutter versehen, bietet er eine ausgewogene Form für verschiedenste Anlässe."
p31-v1541-s,de_DE,MORJAS The Derby - Braunes Kalbsleder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p29-v1539-s,de_DE,MORJAS The Derby - Schwarzes Kalbsleder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p32-v1542-s,de_DE,MORJAS The Derby - Braunes Wildleder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p33-v1543-s,de_DE,MORJAS The Derby - Mittelbraunes Wildleder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p28-v1546-s,de_DE,MORJAS The Derby - Braunes Grain-Leder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p30-v1540-s,de_DE,MORJAS The Derby - Burgundy Kalbsleder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p26-v1544-s,de_DE,MORJAS The Derby - Schwarzes Grain-Leder,"Der Derby wird in Spanien von Hand gefertigt und verbindet eine Goodyear-Rahmennaht mit vertikaler Stormwelt für Langlebigkeit und Schutz bei jedem Wetter. Dezente Broguing-Details verleihen Struktur, während die profilierte Gummisohle ein ausgewogenes Erscheinungsbild schafft, das sich sowohl zu Denim als auch zu Tailoring tragen lässt – das ganze Jahr über."
p20-v1548-s,de_DE,MORJAS The Plain Toe Blucher - Schwarzes Kalbsleder,"Der Plain Toe Blucher wird in Spanien von Hand gefertigt und zeichnet sich durch sein glattes, unverziertes Oberleder und seine schlichte Eleganz aus. Die Goodyear-Rahmenkonstruktion mit vertikalem Storm-Welt sorgt für Schutz und Beständigkeit, während die genoppte Gummisohle eine ausgewogene Form verleiht, die sowohl zu Anzügen als auch zu legeren Outfits passt."
p7784-v9566-s,de_DE,MORJAS The Plain Toe Blucher - Beiges ,"Der Plain Toe Blucher wird in Spanien von Hand gefertigt und zeichnet sich durch sein glattes, unverziertes Oberleder und seine schlichte Eleganz aus. Die Goodyear-Rahmenkonstruktion sorgt für Schutz und Beständigkeit, während die Ledersohle eine ausgewogene Silhouette verleiht, die sich sowohl zu Tailoring als auch zu legeren Outfits in den wärmeren Monaten einfügt."
p44-v1572-s,de_DE,MORJAS The Double Monkstrap - Schwarzes Kalbsleder,"Der Double Monkstrap wird in Spanien von Hand gefertigt und steht auf einer doppelten Ledersohle, die ihm eine markante und stabile Präsenz verleiht. Zwei Schließen prägen das Design und schaffen eine ausgewogene Verbindung von formeller Eleganz und moderner Leichtigkeit."
p45-v1574-s,de_DE,MORJAS The Double Monkstrap - Braunes Kalbsleder,"Der Double Monkstrap wird in Spanien von Hand gefertigt und steht auf einer doppelten Ledersohle, die ihm eine markante und stabile Präsenz verleiht. Zwei Schließen prägen das Design und schaffen eine ausgewogene Verbindung von formeller Eleganz und moderner Leichtigkeit."
p49-v1567-s,de_DE,MORJAS The Single Monkstrap - Schwarzes Kalbsleder,"Der Single Monkstrap wird in Spanien von Hand gefertigt und auf einer doppelten Ledersohle aufgebaut, die ihm eine markante Präsenz verleiht. Die einzelne Schließe sorgt für eine klare, moderne Linie, während die ausgewogenen Proportionen ihn zu einem vielseitigen Begleiter zwischen formellen und legeren Looks machen."
p46-v1573-s,de_DE,MORJAS The Double Monkstrap - Burgundy Kalbsleder,"Der Double Monkstrap wird in Spanien von Hand gefertigt und steht auf einer doppelten Ledersohle, die ihm eine markante und stabile Präsenz verleiht. Zwei Schließen prägen das Design und schaffen eine ausgewogene Verbindung von formeller Eleganz und moderner Leichtigkeit."
p7787-v9569-s,de_DE,MORJAS The Single Monkstrap - Braunes Wildleder,"Der Single Monkstrap wird in Spanien von Hand gefertigt und auf einer doppelten Ledersohle aufgebaut. Die einzelne Schließe sorgt für eine klare, moderne Linie, während die ausgewogenen Proportionen sich mühelos zwischen formellen und entspannten Looks über das ganze Jahr hinweg einfügen."
p47-v1575-s,de_DE,MORJAS The Double Monkstrap - Braunes Wildleder,"Der Double Monkstrap wird in Spanien von Hand gefertigt und steht auf einer doppelten Ledersohle, die ihm eine markante und stabile Präsenz verleiht. Zwei Schließen prägen das Design und schaffen eine ausgewogene Verbindung von formeller Eleganz und moderner Leichtigkeit."
p54-v1562-s,de_DE,MORJAS The Chelsea Boot - Schwarzes Kalbsleder,"Der Chelsea Boot wird aus einem einzigen Stück Leder gefertigt – ein sogenannter Wholecut, der sich durch seine glatte, durchgehende Form und eine markante Silhouette auszeichnet. Konstruiert auf einer rahmengenähten Gummisohle und einem eleganten 3 cm hohen Absatz."
p57-v1565-s,de_DE,MORJAS The Chelsea Boot - Braunes Wildleder,"Der Chelsea Boot wird aus einem einzigen Stück Leder gefertigt – ein sogenannter Wholecut, der sich durch seine glatte, durchgehende Form und eine markante Silhouette auszeichnet. Konstruiert auf einer rahmengenähten Gummisohle und einem eleganten 3 cm hohen Absatz."
p3426-v5108-s,de_DE,MORJAS The Chelsea Boot - Schwarzes Wildleder,"Der Chelsea Boot wird aus einem einzigen Stück Leder gefertigt – ein sogenannter Wholecut, der sich durch seine glatte, durchgehende Form und eine markante Silhouette auszeichnet. Konstruiert auf einer rahmengenähten Gummisohle und einem eleganten 3 cm hohen Absatz."
p56-v1564-s,de_DE,MORJAS The Chelsea Boot - Braunes Kalbsleder,"Der Chelsea Boot wird aus einem einzigen Stück Leder gefertigt – ein sogenannter Wholecut, der sich durch seine glatte, durchgehende Form und eine markante Silhouette auszeichnet. Konstruiert auf einer rahmengenähten Gummisohle und einem eleganten 3 cm hohen Absatz."
p7757-v9515-s,de_DE,MORJAS The Unlined Chukka - Braunes Wildleder – Ungefüttert,"Der Unlined Chukka wird in Handarbeit in Spanien gefertigt, ein Zwei-Ösen-Boot aus reversiertem braunem Wildleder, rahmengenäht auf einer Ledersohle mit Sturmrandnaht. Ohne Futter bleibt der Schuh weich und leicht, mit einem lässigen Charakter, der sich mit der Zeit weiterentwickelt. Eine weniger strukturierte Alternative zum gefütterten Gegenstück, geeignet für wärmere Tage und leichteren Einsatz."
p63-v1561-s,de_DE,MORJAS The Chukka Boot - Mittelbraunes Wildleder,"Der Chukka Boot ist mit einer robusten Gummisohle ausgestattet und vollständig mit Leder gefüttert. Die knöchelhohe Silhouette sorgt für einen markanten Alltagslook – ideal für die kältere Jahreszeit und leicht genug, um auch in milderen Klimazonen das ganze Jahr über getragen zu werden. Handgefertigt in Spanien."
p62-v1560-s,de_DE,MORJAS The Chukka Boot - Braunes Wildleder,"Der Chukka Boot ist mit einer robusten Gummisohle ausgestattet und vollständig mit Leder gefüttert. Die knöchelhohe Silhouette sorgt für einen markanten Alltagslook – ideal für die kältere Jahreszeit und leicht genug, um auch in milderen Klimazonen das ganze Jahr über getragen zu werden. Handgefertigt in Spanien."
p7733-v9488-s,de_DE,MORJAS The Moc Toe Chukka - Schwarzes Grain-Leder,"Gefertigt aus genarbtem Leder, interpretiert der Moc Toe Chukka die Chukka in einer kräftigeren Ausführung, ideal für kühlere Tage. Rahmengenäht (Goodyear) mit Stormwelt und auf einer Profilsohle montiert, verbindet er Robustheit mit gepflegtem Stil. Gepolsterte Innensohle und Drei-Ösen-Schnürung sorgen für angenehmen Tragekomfort. Handgefertigt in Spanien."
p7732-v9487-s,de_DE,MORJAS The Moc Toe Chukka - Braunes Grain-Leder & Braunes Wildleder,"Gefertigt aus genarbtem leder und Wildleder, interpretiert der Moc Toe Boot die Chukka in einer kräftigeren Ausführung, ideal für kühlere Tage. Rahmengenäht (Goodyear) mit Stormwelt und auf einer Profilsohle montiert, verbindet er Robustheit mit gepflegtem Stil. Gepolsterte Innensohle und Drei-Ösen-Schnürung sorgen für angenehmen Tragekomfort. Handgefertigt in Spanien."
