id,override,title,description
p7771-v9539-s,fr_XX,MORJAS The Plimsoll - Toile Vert Olive,"La seule chaussure que nous cuisons. Le Plimsoll est fabriqué par vulcanisation, un procédé où la semelle et la tige sont fusionnées à 140 degrés. Le résultat est un sneaker à la fois souple et résistant, léger et adapté au printemps comme à l'été. Respirant, facile à porter, et conçu dans des matériaux qui développent du caractère avec le temps."
p3682-v5437-s,fr_XX,MORJAS The Plimsoll - Daim Noir,"La seule chaussure que nous cuisons. Le Plimsoll est fabriqué par vulcanisation, un procédé où la semelle et la tige sont fusionnées à 140 degrés. Le résultat est un sneaker à la fois souple et résistant, léger et adapté au printemps comme à l'été. Respirant, facile à porter, et conçu dans des matériaux qui développent du caractère avec le temps."
p772-v2289-s,fr_XX,MORJAS The Sneaker 02 - Cuir Blanc,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p3678-v5433-s,fr_XX,MORJAS The Court Sneaker - Blanc Cassé,"Le Court Sneaker s'inspire des chaussures de tennis et de basket des années 70 et 80. Un profil bas conçu pour un usage quotidien. Fabriqué à la main au Portugal sur une base en carton-cuir, choisie pour sa solidité et sa tenue. La tige en daim et cuir lisse présente des perforations et repose sur une semelle en caoutchouc thermoplastique. Doté d'un soutien de la voûte plantaire et d'un amorti pour un confort durable à la marche."
p1659-v3176-s,fr_XX,MORJAS The Sneaker 02 - Daim Marron Foncé,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p2456-v4068-s,fr_XX,MORJAS La Sneaker 02 - Daim Nougat,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p766-v2283-s,fr_XX,MORJAS The Sneaker 02 - Daim Bleu Marine,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p3692-v5447-s,fr_XX,MORJAS The Sneaker 02 - Daim Beige,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p7767-v9535-s,fr_XX,MORJAS The Court Sneaker - Nougat,"Le Court Sneaker s'inspire des chaussures de tennis et de basket des années 70 et 80. Un profil bas conçu pour un usage quotidien. Fabriqué à la main au Portugal sur une base en carton-cuir, choisie pour sa solidité et sa tenue. La tige en daim présente des perforations et repose sur une semelle en caoutchouc thermoplastique. Doté d'un soutien de la voûte plantaire et d'un amorti pour un confort durable à la marche."
p1660-v3177-s,fr_XX,MORJAS The Sneaker 02 - Daim Noir,"Un sneaker discret et épuré, aux lignes basses et nettes. Fabriqué à la main au Portugal, il adopte une silhouette affinée et minimaliste qui s’adapte à toutes les situations. Pensé pour le quotidien, il offre une allure fraîche et naturelle."
p3679-v5434-s,fr_XX,MORJAS The Court Sneaker - Marron,"Le Court Sneaker s'inspire des chaussures de tennis et de basket des années 70 et 80. Un profil bas conçu pour un usage quotidien. Fabriqué à la main au Portugal sur une base en carton-cuir, choisie pour sa solidité et sa tenue. La tige en daim et cuir lisse présente des perforations et repose sur une semelle en caoutchouc thermoplastique. Doté d'un soutien de la voûte plantaire et d'un amorti pour un confort durable à la marche."
p3680-v5435-s,fr_XX,MORJAS The Court Sneaker - Noir,"Le Court Sneaker s'inspire des chaussures de tennis et de basket des années 70 et 80. Un profil bas conçu pour un usage quotidien. Fabriqué à la main au Portugal sur une base en carton-cuir, choisie pour sa solidité et sa tenue. La tige en daim et cuir lisse présente des perforations et repose sur une semelle en caoutchouc thermoplastique. Doté d'un soutien de la voûte plantaire et d'un amorti pour un confort durable à la marche."
p3675-v5430-s,fr_XX,MORJAS The Trainer - Blanc,"The Trainer allie minimalisme sportif et design inspiré des chaussures de course classiques. Fabriqué à la main en daim et nylon respirant, il est conçu sur une semelle Vibram pour un confort optimal et une adhérence parfaite."
p3677-v5432-s,fr_XX,MORJAS The Trainer - Bleu Marine/Noir,"The Trainer allie minimalisme sportif et design inspiré des chaussures de course classiques. Fabriqué à la main en daim et nylon respirant, il est conçu sur une semelle Vibram pour un confort optimal et une adhérence parfaite."
p3676-v5431-s,fr_XX,MORJAS The Trainer - Taupe,"The Trainer allie minimalisme sportif et design inspiré des chaussures de course classiques. Fabriqué à la main en daim et nylon respirant, il est conçu sur une semelle Vibram pour un confort optimal et une adhérence parfaite."
p7802-v9584-s,fr_XX,MORJAS The Costa Sandal - Cuir Grainé Noir,"La Costa Sandal est fabriquée à la main en Italie, avec une tige en cuir de veau grainé et une semelle intérieure moulée en cuir de veau. La large bride croisée et la fermeture ajustable offrent un maintien précis et épuré. Une semelle légère en polyuréthane complète le modèle, alliant stabilité et confort au quotidien."
p7756-v9514-s,fr_XX,MORJAS The Camp Moc - Nubuck Mull,"Fabriqué à la main en Italie, le Camp Moc reprend les codes de construction du Boat Shoe, tout en étant pensé pour un usage plus polyvalent et transsaisonnier. Sa semelle crantée apporte davantage de stabilité et de résistance lorsque les conditions deviennent plus exigeantes. Entièrement doublé en cuir et doté d’une semelle intérieure matelassée, il assure un confort durable au quotidien."
p7755-v9513-s,fr_XX,MORJAS The Camp Moc - Cuir de Cerf Noir,"Fabriqué à la main en Italie et réalisé en cuir de cerf souple, le Camp Moc reprend les codes de construction du Boat Shoe, tout en étant pensé pour un usage plus polyvalent et transsaisonnier. Sa semelle crantée apporte davantage de stabilité et de résistance lorsque les conditions deviennent plus exigeantes. Entièrement doublé en cuir et doté d'une semelle intérieure matelassée, il assure un confort durable au quotidien."
p11-v1533-s,fr_XX,MORJAS The Oxford - Cuir Lisse Noir,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p16-v1538-s,fr_XX,MORJAS The Oxford - Cuir Verni Noir,"Conçu en cuir verni, l’Oxford est pensé pour les tenues de soirée en black et white tie, apportant une présence raffinée aux occasions les plus formelles. Fabriqué à la main en Espagne selon la méthode du cousu Goodyear, choisie pour sa solidité et la facilité de ressemelage. Il présente un bout lisse, une semelle noire spécialement développée avec des clous en laiton, ainsi qu’une doublure intégrale en cuir noir."
p13-v1535-s,fr_XX,MORJAS The Oxford - Cuir Lisse Marron,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p12-v1534-s,fr_XX,MORJAS The Oxford - Cuir Lisse Bordeaux,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p14-v1536-s,fr_XX,MORJAS The Oxford - Daim Marron,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p789-v2306-s,fr_XX,MORJAS The Oxford Rubber Sole - Cuir Lisse Noir,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p1632-v3149-s,fr_XX,MORJAS The Oxford Rubber Sole - Cuir Lisse Marron,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p1631-v3148-s,fr_XX,MORJAS The Oxford Rubber Sole - Cuir Lisse Bordeaux,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p1633-v3150-s,fr_XX,MORJAS Le Richelieu Semelle en caoutchouc - Daim Marron,"L’Oxford est fabriqué à la main en Espagne avec un montage Goodyear, choisi pour sa durabilité et la facilité de ressemelage. Son empeigne en cuir dessine une silhouette équilibrée, adaptée aussi bien aux contextes formels que semi-formels. Conçu pour durer, il offre une allure assurée pour accompagner aussi bien un costume qu’un style plus décontracté."
p803-v2320-s,fr_XX,MORJAS L’Adelaide - Cuir Lisse Noir,"L’Adelaide reprend le laçage fermé de l’Oxford, lui conférant une allure élégante et formelle. Fabriqué à la main en Espagne avec un montage Goodyear et une semelle en cuir. Des perforations raffinées et un laçage en forme de U ajoutent de subtils détails sans rompre la pureté de la silhouette. Convient aux occasions formelles et semi-formelles."
p2443-v4055-s,fr_XX,MORJAS L’Adelaide - Cuir Lisse Marron,"L’Adelaide reprend le laçage fermé de l’Oxford, lui conférant une allure élégante et formelle. Fabriqué à la main en Espagne avec un montage Goodyear et une semelle en cuir. Des perforations raffinées et un laçage en forme de U ajoutent de subtils détails sans rompre la pureté de la silhouette. Convient aux occasions formelles et semi-formelles."
p1635-v3152-s,fr_XX,MORJAS L’Adelaide - Daim Marron,"L’Adelaide reprend le laçage fermé de l’Oxford, lui conférant une allure élégante et formelle. Fabriqué à la main en Espagne avec un montage Goodyear et une semelle en cuir. Des perforations raffinées et un laçage en forme de U ajoutent de subtils détails sans rompre la pureté de la silhouette. Convient aux occasions formelles et semi-formelles."
p3424-v5106-s,fr_XX,MORJAS The Split Toe Derby - Cuir Grainé Marron,"Fabriqué à la main en Espagne, le Split Toe Derby associe un cousu Goodyear à une fine semelle en caoutchouc. Son plateau cousu et son bout fendu, conçus à l’origine pour résister à l’humidité, sont devenus des détails emblématiques du style. Complété par une doublure intégrale en cuir, il présente une silhouette équilibrée adaptée à de nombreux contextes."
p3425-v5107-s,fr_XX,MORJAS The Split Toe Derby - Cuir Lisse Noir,"Fabriqué à la main en Espagne, le Split Toe Derby associe un cousu Goodyear à une fine semelle en caoutchouc. Son plateau cousu et son bout fendu, conçus à l’origine pour résister à l’humidité, sont devenus des détails emblématiques du style. Complété par une doublure intégrale en cuir, il présente une silhouette équilibrée adaptée à de nombreux contextes."
p3660-v5415-s,fr_XX,MORJAS The Split Toe Derby - Cuir Grainé Noir,"Fabriqué à la main en Espagne, le Split Toe Derby associe un cousu Goodyear à une fine semelle en caoutchouc. Son plateau cousu et son bout fendu, conçus à l’origine pour résister à l’humidité, sont devenus des détails emblématiques du style. Complété par une doublure intégrale en cuir, il présente une silhouette équilibrée adaptée à de nombreux contextes."
p3423-v5105-s,fr_XX,MORJAS The Split Toe Derby - Daim Marron,"Fabriqué à la main en Espagne, le Split Toe Derby associe un cousu Goodyear à une fine semelle en caoutchouc. Son plateau cousu et son bout fendu, conçus à l’origine pour résister à l’humidité, sont devenus des détails emblématiques du style. Complété par une doublure intégrale en cuir, il présente une silhouette équilibrée adaptée à de nombreux contextes."
p7786-v9568-s,fr_XX,MORJAS The Split Toe Derby - Polo Daim,"Fabriqué à la main en Espagne, le Split Toe Derby associe un cousu Goodyear à une fine semelle en caoutchouc. Son plateau cousu et son bout fendu, conçus à l’origine pour résister à l’humidité, sont devenus des détails emblématiques du style. Complété par une doublure intégrale en cuir, il présente une silhouette équilibrée adaptée à de nombreux contextes."
p31-v1541-s,fr_XX,MORJAS The Derby - Cuir Lisse Marron,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p29-v1539-s,fr_XX,MORJAS The Derby - Cuir Lisse Noir,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p32-v1542-s,fr_XX,MORJAS The Derby - Daim Marron,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p33-v1543-s,fr_XX,MORJAS The Derby - Daim Marron Moyen,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p28-v1546-s,fr_XX,MORJAS The Derby - Cuir Grainé Marron,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p30-v1540-s,fr_XX,MORJAS The Derby - Cuir Lisse Bordeaux,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p26-v1544-s,fr_XX,MORJAS The Derby - Cuir Grainé Noir,"Le Derby est fabriqué à la main en Espagne, associant un montage Goodyear à une trépointe tempête verticale pour plus de longévité et de protection en toutes conditions. De subtils détails de brogue apportent de la texture à ses lignes épurées, tandis que sa semelle en caoutchouc cloutée offre une silhouette équilibrée, adaptée aussi bien au denim qu’au tailoring."
p20-v1548-s,fr_XX,MORJAS The Plain Toe Blucher - Cuir Lisse Noir,"Fabriqué à la main en Espagne, le Plain Toe Blucher séduit par son empeigne lisse et son allure discrète. Son cousu Goodyear avec storm welt vertical assure résistance et protection, tandis que la semelle en caoutchouc à picots apporte une silhouette équilibrée, adaptée aussi bien aux ensembles habillés qu’aux tenues décontractées."
p7784-v9566-s,fr_XX,MORJAS The Plain Toe Blucher - Daim Beige,"Fabriqué à la main en Espagne, le Plain Toe Blucher séduit par son empeigne lisse et son allure discrète. Son cousu Goodyear assure résistance et protection, tandis que la semelle en cuir apporte une silhouette équilibrée, adaptée aussi bien aux ensembles habillés qu'aux tenues décontractées aux beaux jours."
p44-v1572-s,fr_XX,MORJAS The Double Monkstrap - Cuir Lisse Noir,Le Double Monkstrap est fabriqué à la main en Espagne et repose sur une double semelle en cuir qui lui confère une allure affirmée et stable. Ses deux boucles définissent le dessus et équilibrent subtilement formalisme et décontraction.
p45-v1574-s,fr_XX,MORJAS The Double Monkstrap - Cuir Lisse Marron,Le Double Monkstrap est fabriqué à la main en Espagne et repose sur une double semelle en cuir qui lui confère une allure affirmée et stable. Ses deux boucles définissent le dessus et équilibrent subtilement formalisme et décontraction.
p49-v1567-s,fr_XX,MORJAS The Single Monkstrap - Cuir Lisse Noir,"Fabriqué à la main en Espagne, le Single Monkstrap repose sur une double semelle en cuir qui lui confère une allure affirmée. Sa boucle unique apporte une ligne épurée et contemporaine, tandis que ses proportions équilibrées en font un modèle polyvalent, adapté aussi bien aux tenues formelles qu’aux looks plus décontractés."
p46-v1573-s,fr_XX,MORJAS The Double Monkstrap - Cuir Lisse Bordeaux,Le Double Monkstrap est fabriqué à la main en Espagne et repose sur une double semelle en cuir qui lui confère une allure affirmée et stable. Ses deux boucles définissent le dessus et équilibrent subtilement formalisme et décontraction.
p7787-v9569-s,fr_XX,MORJAS The Single Monkstrap - Daim Marron,"Fabriqué à la main en Espagne et monté sur une double semelle en cuir, le Single Monkstrap se distingue par une présence affirmée. Sa boucle unique apporte une ligne nette et contemporaine, tandis que ses proportions équilibrées s'adaptent aussi bien à des tenues formelles qu'à des silhouettes plus décontractées tout au long de l'année."
p47-v1575-s,fr_XX,MORJAS The Double Monkstrap - Daim Marron,Le Double Monkstrap est fabriqué à la main en Espagne et repose sur une double semelle en cuir qui lui confère une allure affirmée et stable. Ses deux boucles définissent le dessus et équilibrent subtilement formalisme et décontraction.
p54-v1562-s,fr_XX,MORJAS The Chelsea Boot - Cuir Lisse Noir,"La Chelsea Boot est conçue à partir d’une seule pièce de cuir – un modèle One-Cut qui se distingue par sa forme fluide et sa silhouette affirmée. Construite sur une semelle en caoutchouc, cousue selon la méthode Goodyear, avec un talon élégant de 3 cm."
p57-v1565-s,fr_XX,MORJAS The Chelsea Boot - Daim Marron,"La Chelsea Boot est conçue à partir d’une seule pièce de cuir – un modèle One-Cut qui se distingue par sa forme fluide et sa silhouette affirmée. Construite sur une semelle en caoutchouc, cousue selon la méthode Goodyear, avec un talon élégant de 3 cm."
p3426-v5108-s,fr_XX,MORJAS The Chelsea Boot - Daim Noir,"La Chelsea Boot est conçue à partir d’une seule pièce de cuir – un modèle One-Cut qui se distingue par sa forme fluide et sa silhouette affirmée. Construite sur une semelle en caoutchouc, cousue selon la méthode Goodyear, avec un talon élégant de 3 cm."
p56-v1564-s,fr_XX,MORJAS The Chelsea Boot - Cuir Lisse Marron,"La Chelsea Boot est conçue à partir d’une seule pièce de cuir – un modèle One-Cut qui se distingue par sa forme fluide et sa silhouette affirmée. Construite sur une semelle en caoutchouc, cousue selon la méthode Goodyear, avec un talon élégant de 3 cm."
p7757-v9515-s,fr_XX,MORJAS The Unlined Chukka - Daim Marron – Non Doublé,"Fabriqué à la main en Espagne, le Unlined Chukka est un bottillon à deux œillets en daim retourné marron, cousu Goodyear sur une semelle en cuir avec une couture storm welt. La construction sans doublure garde la botte souple et légère, avec un caractère décontracté qui se développe au fil du temps. Une alternative moins structurée à son homologue doublé, adaptée aux conditions plus clémentes et à un usage quotidien."
p63-v1561-s,fr_XX,MORJAS The Chukka Boot - Daim Marron Moyen,La botte Chukka est montée sur une semelle en caoutchouc robuste et entièrement doublée de cuir. Sa silhouette à hauteur de cheville offre un style affirmé au quotidien – idéale pour la saison froide et suffisamment légère pour se porter toute l’année dans des climats plus doux. Fabriquée à la main en Espagne.
p62-v1560-s,fr_XX,MORJAS The Chukka Boot - Daim Marron,La botte Chukka est montée sur une semelle en caoutchouc robuste et entièrement doublée de cuir. Sa silhouette à hauteur de cheville offre un style affirmé au quotidien – idéale pour la saison froide et suffisamment légère pour se porter toute l’année dans des climats plus doux. Fabriquée à la main en Espagne.
p7733-v9488-s,fr_XX,MORJAS The Moc Toe Chukka - Cuir Grainé Noir,"Conçue en cuir grainé, le Moc Toe Chukka reprend la silhouette du chukka, retravaillée pour plus de tenue, parfaite pour la saison froide. Montée en cousu Goodyear avec bordure anti-intempéries sur une semelle crantée, elle allie solidité et élégance. Semelle intérieure rembourrée et laçage à trois œillets pour un confort immédiat. Fabriquée à la main en Espagne."
p7732-v9487-s,fr_XX,MORJAS The Moc Toe Chukka - Cuir Grainé Marron & Daim Marron,"Conçue en cuir grainée et daim, le Moc Toe Boot reprend la silhouette du chukka, retravaillée pour plus de tenue, parfaite pour la saison froide. Montée en cousu Goodyear avec bordure anti-intempéries sur une semelle crantée, elle allie solidité et élégance. Semelle intérieure rembourrée et laçage à trois œillets pour un confort immédiat. Fabriquée à la main en Espagne."
p77-v1594-s,fr_XX,MORJAS The Jumper Boot - Cuir Grainé Noir,"La Jumper Boot est une bottine derby montante à bout droit, fabriquée à la main en Espagne. Sa trépointe tempête et sa semelle en caoutchouc cloutée offrent adhérence et résistance à l’eau, tandis que le montage Goodyear garantit durabilité et ressemelage possible."
p78-v1595-s,fr_XX,MORJAS The Jumper Boot - Daim Marron,"La Jumper Boot est une bottine derby montante à bout droit, fabriquée à la main en Espagne. Sa trépointe tempête et sa semelle en caoutchouc cloutée offrent adhérence et résistance à l’eau, tandis que le montage Goodyear garantit durabilité et ressemelage possible."
p1684-v3212-s,fr_XX,MORJAS La Jumper Boot - Cuir Grainé Marron,"La Jumper Boot est une bottine derby montante à bout droit, fabriquée à la main en Espagne. Sa trépointe tempête et sa semelle en caoutchouc cloutée offrent adhérence et résistance à l’eau, tandis que le montage Goodyear garantit durabilité et ressemelage possible."
p7726-v9481-s,fr_XX,MORJAS The Jumper Boot - Cuir Lisse Noir,"La Jumper Boot est une bottine derby montante à bout droit, fabriquée à la main en Espagne. Sa trépointe tempête et sa semelle en caoutchouc cloutée offrent adhérence et résistance à l’eau, tandis que le montage Goodyear garantit durabilité et ressemelage possible."
p7745-v9500-s,fr_XX,MORJAS The Hybrid Hiker - Cuir Noir,"Le Hybrid Hiker allie résistance tout-terrain et détails contemporains épurés. Grâce à ses mudguards déperlants, sa silhouette basse et sa construction robuste, elle s’impose comme un compagnon idéal pour toutes vos explorations urbaines."
p3431-v5113-s,fr_XX,MORJAS The Hybrid Hiker - Nubuck Marron,"Le Hybrid Hiker allie résistance tout-terrain et détails contemporains épurés. Grâce à ses mudguards déperlants, sa silhouette basse et sa construction robuste, elle s’impose comme un compagnon idéal pour toutes vos explorations urbaines."
p3432-v5114-s,fr_XX,MORJAS The Hybrid Hiker - Cuir Grainé Noir,"Le Hybrid Hiker allie résistance tout-terrain et détails contemporains épurés. Grâce à ses mudguards déperlants, sa silhouette basse et sa construction robuste, elle s’impose comme un compagnon idéal pour toutes vos explorations urbaines."
p7731-v9486-s,fr_XX,MORJAS The Hybrid Hiker - Daim Taupe,"Avec ses capacités tout-terrain, ses garde-boue résistants à l'eau et sa silhouette basse, le Hybrid Hiker allie parfaitement une durabilité robuste à des détails contemporains et discrets, ce qui en fait le compagnon idéal pour toute exploration urbaine."
p3430-v5112-s,fr_XX,MORJAS The Hybrid Hiker - Daim Sable,"Le Hybrid Hiker allie résistance tout-terrain et détails contemporains épurés. Grâce à ses mudguards déperlants, sa silhouette basse et sa construction robuste, elle s’impose comme un compagnon idéal pour toutes vos explorations urbaines."
p7730-v9485-s,fr_XX,MORJAS The Hybrid Hiker - Pony Hair Noir,"Avec ses capacités tout-terrain, ses garde-boue résistants à l'eau et sa silhouette basse, le Hybrid Hiker allie parfaitement une durabilité robuste à des détails contemporains et discrets, ce qui en fait le compagnon idéal pour toute exploration urbaine."
p1686-v3214-s,fr_XX,MORJAS La Botte de Randonnée - Cuir Grainé Marron,"Inspirée par la vie entre montagne et ville, la Hiking Boot allie fonctionnalité robuste et allure raffinée. Montée sur une semelle en caoutchouc solide, elle est dotée d’une trépointe tempête, d’une languette rabattue et d’un col matelassé pour assurer confort et protection en toutes conditions."
p813-v2330-s,fr_XX,MORJAS The Hiking Boot - Cuir Grainé Noir,"Inspirée par la vie entre montagne et ville, la Hiking Boot allie fonctionnalité robuste et allure raffinée. Montée sur une semelle en caoutchouc solide, elle est dotée d’une trépointe tempête, d’une languette rabattue et d’un col matelassé pour assurer confort et protection en toutes conditions."
p3433-v5115-s,fr_XX,MORJAS The Hiking Boot - Daim Marron - Mudguard,"La Mudguard Edition est notre version revisitée de la Hiking Boot, pensée pour affronter des conditions encore plus rudes. Ses mudguards en cuir enduit hydrofuge protègent efficacement, tandis que la trépointe tempête, la languette rabattue et les nouveaux détails métalliques renforcent sa résistance. Une chaussure conçue pour conquérir le terrain avec style."
p7729-v9484-s,fr_XX,MORJAS The Hiking Boot - Daim Noir – Mudguard,"L'édition Mudguard est notre réinterprétation du Hiking Boot, améliorée avec des capacités plus robustes et plus résistantes. À son cœur se trouvent les garde-boue - des patchs de cuir enduit hydrofuges - qui la protègent dans des conditions difficiles. Associée à une trépointe tempête, une languette rabattable et de nouveaux accessoires, elle devient une botte tout-terrain aussi robuste qu'attrayante."
p1689-v3217-s,fr_XX,MORJAS The Alpine Boot - Daim Noir,"La botte Alpine est fabriquée à la main en Espagne, avec un cousu storm welt et une semelle crantée robuste offrant une excellente adhérence par tous les temps. Entièrement doublée en shearling et confectionnée en daim souple, elle garantit chaleur et confort par temps froid. Une fermeture zippée à l’avant ajoute une touche pratique – parfaite de la ville aux escapades hivernales."
p1690-v3218-s,fr_XX,MORJAS The Alpine Boot - Daim Marron,"La botte Alpine est fabriquée à la main en Espagne, avec un cousu storm welt et une semelle crantée robuste offrant une excellente adhérence par tous les temps. Entièrement doublée en shearling et confectionnée en daim souple, elle garantit chaleur et confort par temps froid. Une fermeture zippée à l’avant ajoute une touche pratique – parfaite de la ville aux escapades hivernales."
p7728-v9483-s,fr_XX,MORJAS The Alpine Boot - Cuir Grainé Noir,"La botte Alpine est fabriquée à la main en Espagne, avec un cousu storm welt et une semelle crantée robuste offrant une excellente adhérence par tous les temps. Entièrement doublée en shearling et confectionnée en cuir grainé, elle garantit chaleur et confort par temps froid. Une fermeture zippée à l’avant ajoute une touche pratique – parfaite de la ville aux escapades hivernales."
p7727-v9482-s,fr_XX,MORJAS The Alpine Boot - Cuir Grainé Marron,"La botte Alpine est fabriquée à la main en Espagne, avec un cousu storm welt et une semelle crantée robuste offrant une excellente adhérence par tous les temps. Entièrement doublée en shearling et confectionnée en cuir grainé, elle garantit chaleur et confort par temps froid. Une fermeture zippée à l’avant ajoute une touche pratique – parfaite de la ville aux escapades hivernales."
p7746-v9501-s,fr_XX,MORJAS The Country Boot - Nubuck Marron & Cuir Grainé Marron,"Conçue en cuir nubuck et cuir grainé, le Country Boot combine élégance urbaine et esprit outdoor. Réalisée en cousu Goodyear et montée sur une semelle crantée, elle offre une allure moderne et une résistance adaptée aux différentes conditions. Fabriquée à la main en Espagne."
p1687-v3215-s,fr_XX,MORJAS The Monkey Boot - Cuir Grainé Noir,"Le Monkey Boot possède une histoire singulière – née en Tchécoslovaquie et liée à l’univers militaire. Adoptée par les mods britanniques dans les années 1960, elle se distingue par son laçage montant jusqu’au bout dur. Fabriquée à la main en Espagne avec une trépointe tempête et une semelle en caoutchouc cloutée, elle conjugue caractère et durabilité."
p7337-v9092-s,fr_XX,MORJAS The Belt - Daim Noir,"Une ceinture de 30 mm en daim de veau noir, associée à une boucle en laiton massif arrondie en or mat. La chaleur du métal relève le daim sombre, donnant à la ceinture un caractère distinct sans compromettre sa polyvalence. Fabriquée à la main en Espagne."
p7338-v9093-s,fr_XX,MORJAS The Belt - Pony Hair Marron,"Réalisée en cuir de veau finition pony hair marron, cette ceinture de 25 mm est dotée d’une boucle en laiton argenté et s’accorde facilement à de nombreux styles."
p7339-v9094-s,fr_XX,MORJAS The Belt - Pony Hair Noir,"Réalisée en cuir de veau finition pony hair noir, cette ceinture de 25 mm est dotée d’une boucle en laiton argenté et s’accorde facilement à de nombreux styles."
